63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/64782/0001201586-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/64908/0001021408-03-000531.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-30D/A,https://www.sec.gov/Archives/edgar/data/1097079/0001169232-03-000363.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/65100/0000950130-03-000355.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-30D,https://www.sec.gov/Archives/edgar/data/1084493/0000900092-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-30D/A,https://www.sec.gov/Archives/edgar/data/1097079/0001169232-03-000364.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/810332/0000810332-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-30D/A,https://www.sec.gov/Archives/edgar/data/1097077/0001193805-03-000036.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/313364/0000010742-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1099941/0000950117-03-000186.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1099941/0000950117-03-000189.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/701169/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/913781/0000950136-03-000120.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D/A,https://www.sec.gov/Archives/edgar/data/913781/0000950136-03-000122.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/916396/0000916396-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D,https://www.sec.gov/Archives/edgar/data/1212391/0000950131-03-000207.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D,https://www.sec.gov/Archives/edgar/data/1048740/0000950131-03-000207.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D/A,https://www.sec.gov/Archives/edgar/data/1048740/0000950131-03-000210.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1199930/0001067092-03-000028.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1184215/0000891618-03-000215.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/1092223/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/801182/9999999997-03-002531.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1195355/0001067092-03-000017.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/1020825/0001137171-03-000019.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/933038/9999999997-03-002536.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1203860/0001203860-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/67472/0001012920-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/926791/0001019687-03-000093.txt
63.122.92.000,Ingall's & Snyder L,,,United States,F-X,https://www.sec.gov/Archives/edgar/data/1215578/9999999997-03-002553.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/1159512/0001191638-03-000065.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-30D,https://www.sec.gov/Archives/edgar/data/1047918/0001047469-03-002248.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1195356/0001067092-03-000029.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1214899/0000950136-03-000114.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/1214831/0001139020-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B3,https://www.sec.gov/Archives/edgar/data/1135253/0000950168-03-000193.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/704508/0000704508-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/815018/0001162318-03-000019.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1186631/0000950144-03-000608.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1067996/0001104659-03-000556.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/793547/0000793547-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/793547/0000793547-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/908837/0001021408-03-000524.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/793547/0000793547-03-000005.txt
63.122.92.000,Ingall's & Snyder L,,,United States,13F-HR,https://www.sec.gov/Archives/edgar/data/857113/0000909012-03-000033.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/1098074/0001157523-03-000134.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/711377/0000711377-03-000013.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K/A,https://www.sec.gov/Archives/edgar/data/1024446/0001024446-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D/A,https://www.sec.gov/Archives/edgar/data/1004990/0000902664-03-000043.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/849043/0000849043-03-000009.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/1157598/9999999997-03-002517.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/910073/0000909654-03-000065.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/910073/0000909654-03-000067.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1060258/0000950134-03-000977.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/910073/0000909654-03-000066.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-6,https://www.sec.gov/Archives/edgar/data/906982/0000950123-03-000544.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 14D9,https://www.sec.gov/Archives/edgar/data/1093802/0000950149-03-000132.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 14D9,https://www.sec.gov/Archives/edgar/data/1093802/0000950149-03-000134.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/808013/0000899243-03-000106.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/72333/0000072333-03-000013.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 14D9,https://www.sec.gov/Archives/edgar/data/1091226/0000950130-03-000343.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1051920/0000891020-03-000223.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497,https://www.sec.gov/Archives/edgar/data/1018973/0000950131-03-000224.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497,https://www.sec.gov/Archives/edgar/data/1020661/0000950131-03-000223.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497,https://www.sec.gov/Archives/edgar/data/1093189/0001083839-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497,https://www.sec.gov/Archives/edgar/data/1041673/0000950131-03-000219.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/949953/0001187198-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,10KSB,https://www.sec.gov/Archives/edgar/data/1063262/0001104540-03-000017.txt
63.122.92.000,Ingall's & Snyder L,,,United States,13F-HR,https://www.sec.gov/Archives/edgar/data/1077148/0001077148-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1039684/0000930661-03-000219.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1129981/0001082767-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1129981/0001140178-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1129981/0001082774-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1129981/0001140180-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,CERTNYS,https://www.sec.gov/Archives/edgar/data/1039684/9999999997-03-002493.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/940896/9999999997-03-002500.txt
63.122.92.000,Ingall's & Snyder L,,,United States,POS462B,https://www.sec.gov/Archives/edgar/data/1039684/0000950131-03-000196.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D,https://www.sec.gov/Archives/edgar/data/1028065/0000807249-03-000021.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/920837/9999999997-03-002530.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B3,https://www.sec.gov/Archives/edgar/data/889992/0000950117-03-000183.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/874691/0000874691-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,NO ACT,https://www.sec.gov/Archives/edgar/data/75129/9999999997-03-002537.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/874691/0000874691-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,TA-1/A,https://www.sec.gov/Archives/edgar/data/746972/9999999997-03-002491.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/874691/0000874691-03-000007.txt
63.122.92.000,Ingall's & Snyder L,,,United States,REGDEX/A,https://www.sec.gov/Archives/edgar/data/1215577/9999999997-03-002556.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1201586/0001201586-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1086303/0001023175-03-000005.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B3,https://www.sec.gov/Archives/edgar/data/935493/0001012870-03-000209.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D/A,https://www.sec.gov/Archives/edgar/data/790023/0001010422-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1106426/0001211198-03-000018.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/1180109/0000872835-03-000007.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1215480/0001000096-03-000046.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/820907/0000010742-03-000005.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1188448/0001104659-03-000561.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1193981/0001171825-03-000008.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1036081/0000950138-03-000028.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1193981/0001171825-03-000011.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC TO-I/A,https://www.sec.gov/Archives/edgar/data/923877/0000950144-03-000636.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/77155/0000950142-03-000131.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1157843/0000950152-03-000612.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1188597/0000950152-03-000621.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/938323/0001191638-03-000067.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/937543/0001201361-03-000009.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-14/A,https://www.sec.gov/Archives/edgar/data/792359/0000949377-03-000018.txt
63.122.92.000,Ingall's & Snyder L,,,United States,POS AM,https://www.sec.gov/Archives/edgar/data/77694/0000903423-03-000063.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1186665/0001104659-03-000562.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1108426/0001211198-03-000018.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1108426/0001211198-03-000020.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1108426/0001211198-03-000019.txt
208.142.193.000,Savvis,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/821113/0001157523-02-001455.txt
199.53.215.000,Credit Suisse Group,,,Switzerland,4,https://www.sec.gov/Archives/edgar/data/789019/0001054822-03-000002.txt
12.104.104.000,AT&T Services Inc.,Pennsylvania,Narvon,United States,10-Q,https://www.sec.gov/Archives/edgar/data/1014960/0000893220-02-001145.txt
66.69.151.000,Time Warner Cable Internet LLC,Texas,Wichita Falls,United States,10-K,https://www.sec.gov/Archives/edgar/data/315374/0000315374-03-000002.txt
66.69.151.000,Time Warner Cable Internet LLC,Texas,Wichita Falls,United States,10-Q,https://www.sec.gov/Archives/edgar/data/315374/0000315374-02-000015.txt
66.69.151.000,Time Warner Cable Internet LLC,Texas,Wichita Falls,United States,10-Q,https://www.sec.gov/Archives/edgar/data/351903/0000351903-02-000078.txt
66.69.151.000,Time Warner Cable Internet LLC,Texas,Wichita Falls,United States,10-K,https://www.sec.gov/Archives/edgar/data/841692/0000950134-02-014926.txt
66.69.151.000,Time Warner Cable Internet LLC,Texas,Wichita Falls,United States,10-Q,https://www.sec.gov/Archives/edgar/data/841692/0000950134-03-000345.txt
66.69.151.000,Time Warner Cable Internet LLC,Texas,Wichita Falls,United States,10-K,https://www.sec.gov/Archives/edgar/data/802851/0000802851-02-000033.txt
64.1.106.000,Verizon Communications Inc.,,,United States,10-K,https://www.sec.gov/Archives/edgar/data/104169/0000104169-02-000004.txt
IP Address,Organization,Region,City,Country,SEC Form Type,SEC Form URL
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
